official,P07,NP,NP,1,False=(1.0, 'DUMMY', 1.0)
kick,VC2,Dbb,S,-1,False=(1.0, 'evaluation', 3.0)
HideTruth,VC2,NP,VP,1,False=(1.0, 'goal', 1.0)
alive,VH11,P21,VP,-1,False=(1.0, 'condition', 1.0)
PayAttention,VB11,NP,S,-1,True=(1.0, 'location', 1.0)
speak,VC2,VH11,VP,-1,False=(1.0, 'manner', 2.0)
know,VK2,NP,S,-1,False=(1.0, 'theme', 1.0)
include,VJ1,P02,S,-1,True=(0.6666666666666666, 'agent', 2.0)|(0.3333333333333333, 'causer', 1.0)
restraint,Nad,A,NP,-1,False=(1.0, 'property', 1.0)
cause,Nac,Nep,NP,-1,False=(1.0, 'quantifier', 14.0)
exist,V_2,VJ1,S,1,False=(1.0, 'complement', 2.0)
MoveItDown,VB2,P07,S,-1,False=(1.0, 'theme', 1.0)
performance,Nad,VH11,NP,-1,False=(1.0, 'property', 1.0)
PassOn,VC33,Dbab,S,-1,False=(1.0, 'deontics', 2.0)
organization,Ncb,NP,NP,-1,False=(0.9230769230769231, 'property', 24.0)|(0.038461538461538464, 'quantifier', 1.0)|(0.038461538461538464, 'apposition', 1.0)
try,VF1,Cbaa,S,-1,False=(1.0, 'hypothesis', 1.0)
PutInOrder,VC2,NP,VP,-1,False=(1.0, 'goal', 3.0)
handle,Nac,VB12,NP,-1,False=(1.0, 'property', 3.0)
event,Nac,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
approach,VF2,Dbaa,VP,-1,False=(1.0, 'epistemics', 3.0)
act,VA13,Dh,VP,-1,False=(1.0, 'manner', 1.0)
rarely,VH11,Ta,S,1,False=(1.0, 'particle', 1.0)
slow,VH11,S,VP,1,False=(1.0, 'theme', 1.0)
ServeAsFoil,VK1,Ta,VP,1,False=(1.0, 'particle', 1.0)
keep,VC2[+NEG],Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
high,VH13,Dbaa,S,-1,False=(1.0, 'epistemics', 7.0)
admit,VE2,VP,S,1,False=(1.0, 'goal', 4.0)
FondOf,VH11,Cbaa,VP,-1,False=(1.0, 'reason', 1.0)
surprise,VH21,Nddc,S,-1,False=(1.0, 'time', 1.0)
try,VB12,NP,S,-1,False=(0.5, 'time', 1.0)|(0.5, 'agent', 1.0)
MusicTool,Nab,Neu,NP,-1,False=(1.0, 'quantifier', 1.0)
pollute,Nv1,NP,NP,-1,False=(0.5, 'apposition', 1.0)|(0.5, 'agent', 1.0)
ardent,Nad,Nhaa,NP,-1,False=(1.0, 'possessor', 1.0)
MoveItBack,Nv4,NP,NP,-1,False=(1.0, 'agent', 1.0)
control,VA4,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
mediate,VJ1,NP,S,1,False=(1.0, 'goal', 1.0)
cherish,Nab,N좪ず,NP,-1,False=(1.0, 'property', 3.0)
partner,Caa,Nad,N,-1,False=(1.0, 'DUMMY1', 30.0)
dark,Nad,Nac,NP,-1,False=(1.0, 'property', 1.0)
soon,VH11,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
create,VC31,Cbca,S,-1,True=(1.0, 'result', 1.0)
together,VJ1,Di,S,1,False=(1.0, 'aspect', 1.0)
affairs,Nac,Ncdb,NP,-1,False=(1.0, 'property', 4.0)
duration,VH12,NP,VP,1,False=(1.0, 'duration', 1.0)
force,VL4,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
land,Nad,S좪ず,NP,-1,True=(1.0, 'predication', 1.0)
transmit,VE2,Ncc,VP,-1,False=(1.0, 'location', 2.0)
do,VC2,Ng,S,-1,False=(1.0, 'time', 1.0)
enlarge,VC2,Dfa,VP,-1,False=(1.0, 'degree', 3.0)
subtract,VC2,NP,VP,1,False=(1.0, 'goal', 10.0)
include,VA4,VH21,VP,-1,False=(1.0, 'manner', 1.0)
or,Caa,Naeb,N,-1,False=(1.0, 'DUMMY1', 2.0)
compile,Nv1,NP,NP,-1,False=(0.5, 'agent', 3.0)|(0.3333333333333333, 'goal', 2.0)|(0.16666666666666666, 'property', 1.0)
roam,VA11,P58,VP,-1,False=(1.0, 'standard', 1.0)
appear,VE2,P23,VP,-1,False=(1.0, 'time', 1.0)
inferior,VJ1,NP,S,-1,False=(1.0, 'theme', 21.0)
QuantityPropertyValue,Caa,NP,VP,1,True=(1.0, 'DUMMY2', 1.0)
different,VH11,Dfa,VP,-1,False=(1.0, 'degree', 3.0)
arrive,Caa,Nad,N,1,False=(0.9473684210526315, 'DUMMY2', 18.0)|(0.05263157894736842, 'DUMMY1', 1.0)
buy,VC31,Dd,VP,-1,False=(1.0, 'time', 7.0)
conduct,VA11,Naea,VP,-1,False=(1.0, 'manner', 1.0)
country,Nca,DM,NP,-1,False=(0.5, 'quantifier', 1.0)|(0.5, 'property', 1.0)
function,Nac,V좪ず,NP,-1,False=(1.0, 'property', 4.0)
collect,VC2,Dbab,S,-1,True=(1.0, 'deontics', 1.0)
alternative,Caa,NP,VP,1,False=(1.0, 'DUMMY2', 2.0)
order,VL4,Tc,VP,1,False=(1.0, 'particle', 2.0)
plan,VC2,Dd,VP,-1,False=(1.0, 'time', 2.0)
KeepOn,VC2,Dd,S,-1,False=(1.0, 'time', 4.0)
fly,VA11,NP,VP,-1,False=(1.0, 'location', 1.0)
endure,VH11,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
obtain,VJ1,Dab,S,-1,False=(1.0, 'quantity', 1.0)
wood,Naeb,Nca,NP,-1,False=(1.0, 'property', 1.0)
situated,VJ3,VH11,VP,-1,False=(1.0, 'manner', 2.0)
sly,Nab,VH13,NP,-1,False=(1.0, 'property', 3.0)
prosper,VH11,Nddc,S,-1,False=(1.0, 'time', 2.0)
fill,VC33,Di,S,1,False=(1.0, 'aspect', 1.0)
act,VK1,VP,VP,1,False=(0.6666666666666666, 'complement', 2.0)|(0.3333333333333333, 'goal', 1.0)
LeaveFor,VA11,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
aged,VH12,Cbba,S,-1,False=(1.0, 'reason', 1.0)
finish,VJ1,Cbca,VP,-1,False=(1.0, 'purpose', 1.0)
extensive,VH11,Dbb,S,-1,False=(1.0, 'evaluation', 2.0)
partner,Caa,Nad,V,-1,False=(1.0, 'DUMMY1', 1.0)
no-type,S,Cbba,VP,-1,False=(1.0, 'reason', 1.0)
viscera,Nab,NP좪ず,NP,-1,False=(1.0, 'property', 2.0)
spill,VA11,NP,VP,1,False=(1.0, 'range', 1.0)
cheap,VH11,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
manage,VC2,NP,VP,-1,False=(0.375, 'goal', 3.0)|(0.25, 'location', 2.0)|(0.25, 'agent', 2.0)|(0.125, 'manner', 1.0)
surname,Naeb,Nba,NP,-1,False=(1.0, 'property', 1.0)
gather,Nab,VH11,NP,-1,False=(1.0, 'property', 1.0)
QuantityPropertyValue,Caa,Ndaab,Ndaab,-1,False=(1.0, 'DUMMY1', 7.0)
appear,VH11,Dc,S,-1,False=(1.0, 'negation', 1.0)
human,Ncb,Naea,NP,-1,False=(1.0, 'property', 1.0)
ordinary,VH11,P21,VP,-1,False=(1.0, 'location', 1.0)
act,VC31,Cbaa,S,-1,False=(0.5, 'contrast', 1.0)|(0.5, 'concession', 1.0)
phenomena,Nac,VH16,NP,-1,False=(1.0, 'property', 3.0)
sigh,Nac,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
arrive,VC1,Dd,VP,-1,True=(1.0, 'time', 1.0)
eye,Nab,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
joyful,VH21,Ta,S,1,False=(1.0, 'particle', 1.0)
CauseToDo,Nad,DM,NP,-1,False=(1.0, 'quantifier', 2.0)
QuantityPropertyValue,Caa,Nca,N,1,False=(1.0, 'DUMMY2', 6.0)
no-type,VH11,VP,S,1,False=(0.25, 'theme', 1.0)|(0.25, 'result', 1.0)|(0.25, 'complement', 1.0)|(0.25, 'alternative', 1.0)
edible,Naa,Nba,NP,-1,False=(1.0, 'property', 1.0)
different,VH11,Dk,VP,-1,False=(1.0, 'evaluation', 1.0)
month,Ndabc,Ndaba,NP,-1,False=(1.0, 'property', 50.0)
facilities,Ncb,Nba,NP,-1,True=(1.0, 'property', 5.0)
surname,Ncda,Nca,NP,-1,False=(1.0, 'property', 4.0)
remember,VC33,DM,VP,1,False=(1.0, 'quantifier', 1.0)
communicate,VA4,DM,S,-1,False=(1.0, 'time', 2.0)
scene,Nac,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
conduct,VC2,NP,VP,1,True=(1.0, 'goal', 4.0)
head,Nac,NP좪ず,NP,-1,False=(1.0, 'property', 2.0)
parents,VC2,Cbca,VP,-1,False=(1.0, 'contrast', 1.0)
small,VH13,P49,S,-1,False=(1.0, 'comparison', 3.0)
offspring,Nab,A,NP,-1,False=(1.0, 'property', 1.0)
BecomeMore,VH11,P58,S,-1,False=(1.0, 'standard', 1.0)
mean,VE12,Di,VP,1,False=(1.0, 'aspect', 2.0)
fruit,Nab,VH13,NP,-1,False=(1.0, 'property', 2.0)
PutOn,VC2,P21,VP,1,False=(1.0, 'location', 2.0)
exhaust,VJ3,NP,S,1,False=(1.0, 'range', 1.0)
cry,VA4,P62,VP,-1,False=(1.0, 'target', 1.0)
intentional,VL1,Dbb,VP,-1,False=(1.0, 'evaluation', 2.0)
agree,VA4,V좪쫆,S,-1,False=(1.0, 'manner', 1.0)
speak,Nv4,Ndabd,NP,-1,False=(1.0, 'property', 1.0)
cease,VF1,Dbb,S,-1,False=(1.0, 'evaluation', 2.0)
GoInto,VA11,DM,VP,1,False=(1.0, 'frequency', 1.0)
arrive,Caa,Nv1,Nv1,1,False=(1.0, 'DUMMY2', 8.0)
throw,VC31,NP,S,-1,False=(0.75, 'agent', 3.0)|(0.25, 'topic', 1.0)
institution,Nac,Naeb,NP,-1,False=(1.0, 'property', 2.0)
fight,VC2,Caa,VP,-1,False=(1.0, 'companion', 1.0)
tell,Nv4,DE,NP,-1,False=(1.0, 'nominal', 1.0)
CircumstancesValue,Nac,VC1,NP,-1,False=(1.0, 'property', 1.0)
NULL,VL2,VP,S,1,False=(1.0, 'goal', 3.0)
copy,VC2,Dd,S,-1,False=(1.0, 'time', 1.0)
state,Nv4,Ng,NP,-1,False=(0.5, 'time', 1.0)|(0.5, 'property', 1.0)
soak,VC31,켹좪V,VP,1,False=(1.0, 'complement', 1.0)
split,VC31,P19,S,-1,False=(1.0, 'location', 1.0)
willing,Nv4,P31,NP,-1,False=(1.0, 'goal', 1.0)
expression,Nac,Nca,NP,-1,False=(1.0, 'property', 2.0)
object,Ncdb,N좪ず,NP,-1,False=(1.0, 'property', 8.0)
distant,Nv3,DE,NP,-1,False=(1.0, 'nominal', 1.0)
ish,VG2,Nddb,S,-1,False=(1.0, 'time', 2.0)
aspiration,Nad,Nad,NP,-1,True=(1.0, 'property', 1.0)
despise,VI1,NP,S,-1,False=(1.0, 'experiencer', 2.0)
reproduce,VC31,NP,S,-1,False=(1.0, 'agent', 1.0)
frighten,VJ2,켹좪VP,VP,1,False=(1.0, 'complement', 1.0)
MoveItBack,VC33,NP,S,-1,False=(0.8571428571428571, 'agent', 6.0)|(0.14285714285714285, 'theme', 1.0)
obtain,VJ3,NP,S,-1,True=(1.0, 'theme', 2.0)
VehicleGo,VC2,NP,VP,1,False=(1.0, 'goal', 1.0)
handle,VC2,Daa,VP,-1,False=(1.0, 'quantity', 2.0)
propose,VC2,Daa,S,-1,False=(1.0, 'quantity', 2.0)
BecomeMore,VH12,Ndabd,VP,-1,False=(1.0, 'time', 1.0)
build,VC31,NP,VP,-1,False=(0.5, 'time', 1.0)|(0.5, 'manner', 1.0)
extreme,VD1,Nddb,VP,-1,False=(1.0, 'time', 1.0)
unable,VC31,NP,S,1,False=(1.0, 'theme', 14.0)
describe,VE2,Daa,VP,-1,False=(1.0, 'quantity', 1.0)
famous,VH11,Dfa,S,-1,False=(1.0, 'degree', 9.0)
subtract,Nv1,Nab,NP,-1,False=(1.0, 'property', 1.0)
act,VC31,Dbab,VP,-1,False=(0.7777777777777778, 'deontics', 7.0)|(0.1111111111111111, 'evaluation', 1.0)|(0.1111111111111111, 'deixis', 1.0)
late,VH11,Cbca,VP,-1,False=(1.0, 'contrast', 1.0)
gather,Nac,VH13,NP,-1,False=(1.0, 'property', 1.0)
lend,VD2,NP,VP,1,False=(1.0, 'theme', 1.0)
ResultIn,VC2,Nddc,VP,-1,False=(1.0, 'time', 2.0)
catch,VC2,Dh,S,-1,False=(1.0, 'manner', 1.0)
DisadvantageValue,Nac,DM,NP,-1,False=(1.0, 'quantifier', 2.0)
associate,VB11,P63,S,-1,False=(1.0, 'goal', 1.0)
specific,VH11,Cbab,VP,1,False=(1.0, 'hypothesis', 1.0)
bacteria,Naa,V좪ず,NP,-1,False=(1.0, 'property', 1.0)
beautiful,VH11,VP,S,1,False=(1.0, 'complement', 2.0)
appear,VJ3,Dbaa,S,-1,False=(1.0, 'epistemics', 3.0)
do,VC2,Nddb,S,-1,False=(1.0, 'time', 1.0)
QuantityValue,DM,Nad,NP,-1,False=(0.9, 'property', 9.0)|(0.1, 'apposition', 1.0)
AtEase,VC2,Di,VP,1,False=(1.0, 'aspect', 1.0)
burn,VC2,VP,VP,1,False=(1.0, 'addition', 1.0)
content,Nac,Nddc,NP,-1,False=(1.0, 'property', 1.0)
paper,Nab,Nab,NP,-1,False=(1.0, 'property', 3.0)
delimit,VE2,NP,VP,1,False=(1.0, 'goal', 4.0)
publish,Nac,V좪ず,NP,-1,False=(1.0, 'property', 2.0)
sigh,VE2,Dab,S,-1,False=(1.0, 'quantity', 1.0)
help,VC2,Ng,VP,-1,False=(1.0, 'time', 3.0)
think,VE2,Dbb,VP,-1,True=(1.0, 'evaluation', 1.0)
separate,VC2,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
put,VC33,Ta,S,1,False=(1.0, 'particle', 1.0)
fight,VA4,DM,VP,1,False=(1.0, 'quantifier', 1.0)
easy,VH15,VP,VP,1,False=(1.0, 'theme', 12.0)
build,VC33,켹좪VP,VP,1,False=(1.0, 'complement', 1.0)
lighting,VA4,VP,S,1,True=(1.0, 'complement', 1.0)
low,VH13,DM,VP,-1,False=(1.0, 'time', 1.0)
early,VH13,P49,S,-1,False=(1.0, 'comparison', 2.0)
flesh,Naa,VP,NP,-1,False=(1.0, 'property', 1.0)
QuantityPropertyValue,Caa,Nddc,N,1,False=(1.0, 'DUMMY2', 1.0)
speak,VC2,Nddc,S,-1,False=(1.0, 'time', 2.0)
appoint,VF2,NP,VP,1,False=(1.0, 'goal', 2.0)
float,VA11,P61,VP,1,False=(1.0, 'location', 1.0)
complete,VH16,Ta,VP,1,False=(1.0, 'particle', 1.0)
fasten,VJ1,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
no-type,DM,GP좪ず,NP,-1,False=(1.0, 'property', 1.0)
tell,VE12,Daa,VP,-1,False=(1.0, 'quantity', 1.0)
arrange,VA4,NP,S,-1,False=(1.0, 'agent', 1.0)
respect,VJ2,Dfb,VP,1,False=(1.0, 'degree', 1.0)
estimate,VA4,P31,S,-1,False=(1.0, 'target', 1.0)
obey,VE2,Di,S,1,False=(1.0, 'aspect', 54.0)
be,V_11,P41,S,-1,False=(0.75, 'theme', 3.0)|(0.25, 'topic', 1.0)
MakeBad,Nv1,NP,NP,-1,False=(1.0, 'agent', 1.0)
lose,VA11,Cbca,VP,-1,False=(1.0, 'purpose', 1.0)
durable,VH11,Dc,VP,-1,False=(1.0, 'negation', 3.0)
send,VC31,P21,VP,-1,False=(1.0, 'time', 1.0)
order,VL4,VP,VP,1,False=(0.993103448275862, 'theme', 144.0)|(0.006896551724137931, 'goal', 1.0)
disadvantageous,VK2,Cbca,VP,-1,False=(1.0, 'result', 1.0)
engage,VG2,Dc,VP,1,False=(1.0, 'negation', 1.0)
quantity,Naeb,NP좪ず,NP,-1,False=(1.0, 'property', 2.0)
FrequencyValue,Caa[P1],VA11,V,1,False=(1.0, 'DUMMY2', 3.0)
do,VA11,Dbaa,VP,-1,False=(1.0, 'epistemics', 2.0)
RegardAs,VG2,Dd,S,-1,False=(1.0, 'time', 5.0)
follow,Caa,Nv4,N,1,False=(1.0, 'DUMMY2', 1.0)
surname,Nab,N좪ず,NP,-1,False=(0.7272727272727273, 'property', 8.0)|(0.2727272727272727, 'possessor', 3.0)
exchange,VC31,P11,VP,-1,False=(1.0, 'instrument', 2.0)
MakeHigher,VC2,Cbba,S,-1,True=(1.0, 'reason', 1.0)
image,Nab,S좪ず,NP,-1,False=(0.75, 'predication', 3.0)|(0.25, 'property', 1.0)
AnimalHuman,Nab,Neu,NP,-1,False=(0.6666666666666666, 'quantifier', 2.0)|(0.3333333333333333, 'quantity', 1.0)
property,Nac,VP좪ず,NP,-1,False=(0.8333333333333334, 'property', 5.0)|(0.16666666666666666, 'predication', 1.0)
do,VG1,P39,S,-1,False=(1.0, 'theme', 1.0)
worried,VH11,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
disease,Nad,A,NP,-1,False=(1.0, 'property', 9.0)
interrupted,VH16,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
agree,VE12,NP,S,-1,False=(0.8181818181818182, 'agent', 18.0)|(0.09090909090909091, 'goal', 2.0)|(0.045454545454545456, 'topic', 1.0)|(0.045454545454545456, 'theme', 1.0)
disperse,VC32,NP,VP,1,False=(1.0, 'theme', 2.0)
cause,VG2,NP,VP,1,False=(1.0, 'range', 1.0)
attack,VC1,NP,S,1,False=(1.0, 'goal', 8.0)
Ques,VH11,Dd,VP,-1,False=(1.0, 'time', 6.0)
building,Nab,VC33,NP,-1,False=(1.0, 'property', 1.0)
building,Nad,VP좪ず,NP,-1,False=(1.0, 'predication', 1.0)
alive,VA12,Ndaba,VP,1,False=(1.0, 'duration', 1.0)
block,VK2,S,S,1,False=(1.0, 'goal', 1.0)
drive,VA11,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
BecomeLess,VA11,DM,S,-1,False=(1.0, 'theme', 1.0)
establish,VA4,NP,S,-1,False=(0.8888888888888888, 'agent', 8.0)|(0.1111111111111111, 'theme', 1.0)
time,Ndabd,Ndabc,NP,-1,False=(1.0, 'property', 126.0)
function,Nac,Nad,NP,-1,False=(0.9629629629629629, 'property', 26.0)|(0.037037037037037035, 'apposition', 1.0)
lighting,VC2,NP,S,-1,False=(0.8, 'agent', 4.0)|(0.2, 'topic', 1.0)
analyze,Nv1,Nac,NP,-1,False=(1.0, 'property', 3.0)
estimate,VE2,VP,VP,1,False=(0.75, 'goal', 3.0)|(0.25, 'complement', 1.0)
act,VB12,NP,S,1,False=(1.0, 'goal', 1.0)
PossibilityValue,Caa,Nab,Nab,-1,True=(1.0, 'DUMMY1', 2.0)
speak,VB12,Tc,S,1,False=(1.0, 'particle', 1.0)
ResidentialArea,Ncb,Ng,NP,-1,False=(1.0, 'time', 1.0)
community,Nba,Nep,NP,-1,False=(1.0, 'quantifier', 1.0)
BelongTo,VG2,S,VP,1,False=(1.0, 'range', 1.0)
ask,VC2,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
harmonious,Caa,Nv3,N,1,False=(1.0, 'DUMMY2', 4.0)
BehaviorValue,Nba,VP좪ず,NP,-1,False=(1.0, 'predication', 1.0)
QuantityValue,DM,A좪ず,NP,-1,False=(1.0, 'property', 2.0)
look,VC2,Cbca,VP,-1,False=(0.5, 'result', 1.0)|(0.5, 'purpose', 1.0)
pass,VC2,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
reside,VC1,DM,S,1,False=(1.0, 'duration', 7.0)
worried,VH11,Cbaa,S,-1,False=(1.0, 'reason', 1.0)
accept,VC31,P35,VP,-1,False=(1.0, 'companion', 1.0)
BecomeLess,VH11,Dh,VP,-1,False=(1.0, 'manner', 1.0)
cherish,VK1,Dd,VP,-1,False=(1.0, 'time', 2.0)
be,V_11,Dk,S,-1,True=(1.0, 'evaluation', 1.0)
start,VL2,Cbca,S,-1,False=(0.6666666666666666, 'result', 2.0)|(0.3333333333333333, 'contrast', 1.0)
select,VF2,Cbca,S,-1,False=(1.0, 'result', 1.0)
building,Nab,A,NP,-1,False=(1.0, 'property', 6.0)
LookFor,VC2,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
extreme,VE12,P35,S,1,False=(1.0, 'companion', 2.0)
low,VH13,Dh,S,-1,False=(1.0, 'manner', 1.0)
emotion,VC2,Dh,S,-1,False=(1.0, 'manner', 1.0)
load,VJ1,Cbca,S,-1,False=(1.0, 'result', 1.0)
dispatch,VF2,Dd,VP,-1,False=(1.0, 'time', 10.0)
look,VC1,VH11,S,-1,False=(1.0, 'manner', 1.0)
restrain,VC2,DM,S,-1,False=(1.0, 'time', 1.0)
wash,VC2,P37,VP,-1,False=(1.0, 'benefactor', 1.0)
plan,VC31,Dbab,VP,-1,False=(1.0, 'deontics', 2.0)
official,Nab,VC1,NP,-1,False=(1.0, 'property', 1.0)
SetAside,VC2,Di,S,1,True=(1.0, 'aspect', 1.0)
early,VH13,DM,VP,1,False=(1.0, 'quantifier', 1.0)
quantity,Nac,Neqa,NP,-1,False=(1.0, 'quantifier', 2.0)
state,VH11[+NEG],Ndaad,S,-1,False=(1.0, 'time', 1.0)
cook,VA4,Ta,VP,1,False=(1.0, 'particle', 1.0)
think,VE2,Dbb,VP,-1,False=(1.0, 'evaluation', 8.0)
frighten,VH22,NP,S,-1,False=(0.6666666666666666, 'experiencer', 2.0)|(0.3333333333333333, 'causer', 1.0)
land,Nab,V좪ず,NP,-1,True=(1.0, 'property', 2.0)
MakeLiving,VA4,P27,VP,-1,False=(1.0, 'instrument', 1.0)
property,Nac,VH11,NP,-1,False=(1.0, 'property', 1.0)
manage,Nab,Ncb,NP,-1,False=(1.0, 'property', 1.0)
predict,VE2,Dfa,VP,-1,False=(1.0, 'degree', 1.0)
machine,Nac,VH11,NP,-1,False=(1.0, 'property', 9.0)
deny,VC2,P11,VP,-1,False=(1.0, 'reason', 1.0)
treasure,Nab,VP,NP,-1,False=(1.0, 'property', 1.0)
extreme,A,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
animal,Nab,NP좪ず,NP,-1,False=(1.0, 'property', 1.0)
seek,VC31,P19,S,-1,True=(1.0, 'location', 1.0)
GoForward,VC1,NP,S,1,False=(1.0, 'goal', 7.0)
thing,Nab,VH13,Nba,-1,False=(1.0, 'property', 1.0)
official,Nab,VA11,NP,-1,False=(1.0, 'property', 2.0)
finish,VH11,P59,S,-1,False=(1.0, 'location', 1.0)
salute,Nad,Ndabd,NP,-1,False=(1.0, 'property', 1.0)
listen,VE2,Td,S,1,False=(1.0, 'particle', 1.0)
equal,VC2,Dbaa,VP,-1,False=(1.0, 'epistemics', 2.0)
cause,VK1,S,VP,1,False=(1.0, 'goal', 1.0)
performance,Nac,A좪ず,NP,-1,False=(1.0, 'property', 2.0)
remove,VC2,Cbca,S,-1,False=(1.0, 'result', 1.0)
enjoy,VJ2,Dbab,VP,-1,True=(1.0, 'deontics', 1.0)
recompense,VC2,Di,VP,1,False=(1.0, 'aspect', 2.0)
request,Nad,Nab,NP,-1,False=(1.0, 'possessor', 1.0)
appear,VE2,Dab,S,-1,False=(1.0, 'quantity', 5.0)
EasinessValue,Nac,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
BelongTo,VG2,DM,S,1,False=(1.0, 'range', 1.0)
alike,P48,Dc,PP,-1,False=(1.0, 'negation', 1.0)
oppose,VE2,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
beat,VC31,Ndabd,S,-1,False=(1.0, 'time', 2.0)
PutInOrder,VC2,DM,VP,1,False=(1.0, 'frequency', 1.0)
leave,VA13,Dd,VP,-1,False=(1.0, 'time', 2.0)
inferior,VH11,Neqa,S,1,False=(1.0, 'quantity', 1.0)
hang,VC33,Dd,VP,-1,False=(1.0, 'time', 2.0)
fast,VH13,Cbba,S,-1,False=(1.0, 'concession', 1.0)
salute,VC33,NP,S,-1,False=(1.0, 'agent', 2.0)
miser,VA4,Cbaa,S,-1,False=(1.0, 'reason', 1.0)
damage,VJ1,Dd,S,-1,False=(1.0, 'time', 2.0)
flee,VA11,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
wave,Nv4,NP,NP,-1,False=(0.5, 'theme', 1.0)|(0.5, 'property', 1.0)
PayAttention,VJ1,Cbba,S,-1,True=(1.0, 'reason', 2.0)
BasePart,Nad,Nab,NP,-1,False=(1.0, 'property', 1.0)
dispatch,VF1,Dab,S,-1,False=(1.0, 'quantity', 1.0)
buy,VC31,Dbaa,VP,-1,False=(1.0, 'epistemics', 4.0)
estimate,VE2,Dbb,S,-1,False=(1.0, 'evaluation', 2.0)
feel,VC2,Di,VP,1,False=(1.0, 'aspect', 1.0)
grow,VH14,NP,S,1,False=(1.0, 'location', 1.0)
respect,VJ2,Dd,VP,-1,False=(1.0, 'time', 3.0)
alive,VH11,Dbab,S,-1,False=(1.0, 'deontics', 3.0)
love,VL1,VH21,VP,-1,False=(1.0, 'manner', 2.0)
ineffective,VH11,Cbaa,S,-1,False=(1.0, 'hypothesis', 2.0)
look,VE2,V좪쫆,VP,-1,False=(1.0, 'manner', 1.0)
aged,VH13,NP,S,1,False=(0.5714285714285714, 'range', 4.0)|(0.42857142857142855, 'theme', 3.0)
future,Ng,S,GP,-1,False=(1.0, 'DUMMY', 56.0)
extreme,VK2,VP,S,1,False=(1.0, 'goal', 3.0)
undergo,VK1,Dbb,VP,-1,False=(1.0, 'evaluation', 3.0)
organization,Nac,NP,NP,-1,False=(1.0, 'property', 5.0)
believe,VJ2,V좪ず,S,-1,False=(1.0, 'manner', 1.0)
PassOn,VD1,VA11,S,1,False=(1.0, 'complement', 1.0)
die,VJ3,Cbca,S,-1,False=(1.0, 'result', 1.0)
no-type,VH11,VH11,VP,-1,False=(1.0, 'manner', 1.0)
thank,VC2,ADV좪쫆,VP,-1,False=(1.0, 'manner', 1.0)
propose,VC2,Ndaba,S,-1,False=(1.0, 'time', 1.0)
able,VJ1,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
like,VI1,P31,S,-1,False=(1.0, 'goal', 3.0)
GiveAsGift,VD1,P61,VP,1,False=(1.0, 'location', 1.0)
enjoy,VC2,VH11,VP,-1,False=(1.0, 'manner', 1.0)
reply,VE12,V좪쫆,VP,-1,False=(1.0, 'manner', 2.0)
no-type,VP,P21,S,-1,False=(0.75, 'location', 3.0)|(0.25, 'condition', 1.0)
BelongTo,VG2,Cbaa,S,-1,False=(0.5, 'reason', 1.0)|(0.5, 'concession', 1.0)
become,VG1,S,VP,1,False=(1.0, 'range', 2.0)
respond,VJ1,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
enjoy,VJ2,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
disobey,VJ1,Di,S,1,False=(1.0, 'aspect', 2.0)
remember,VK1,Td,VP,1,False=(1.0, 'particle', 1.0)
StateChange,VC2,Dbab,S,1,False=(1.0, 'deixis', 1.0)
do,VC31,켹좪VP,VP,1,False=(1.0, 'complement', 2.0)
text,Nab,N좪ず,NP,-1,False=(1.0, 'property', 2.0)
become,VH11,Dc,VP,-1,False=(1.0, 'negation', 2.0)
look,VE2[+DE],Dbb,VP,-1,False=(1.0, 'evaluation', 3.0)
appearance,Nad,Nba,NP,-1,False=(1.0, 'property', 1.0)
qualification,Nad,VC2,NP,-1,False=(1.0, 'property', 3.0)
spend,Naeb,S좪ず,NP,-1,False=(1.0, 'property', 1.0)
think,VK1,Dbaa,VP,-1,False=(1.0, 'epistemics', 3.0)
drive,Nab,Ncc,NP,-1,False=(1.0, 'property', 2.0)
viscera,Nab,DM,NP,-1,False=(1.0, 'quantifier', 1.0)
